micro_rank,micro_chunk_id,coarse_chunk_rank,coarse_chunk_index,micro_chunk_index,event_offset_in_micro,event_offset_in_session,label,event_id,process,template,fields_json
5,win-32-h1|aalsahee|20220719T1430Z|chunk324|micro07,8,324,7,8,32477,1,4663,payload.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=payload.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""payload.exe"", ""ObjectType"": ""file""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk324|micro07,8,324,7,9,32478,0,4658,payload.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=payload.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""payload.exe""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk324|micro07,8,324,7,10,32479,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,1,20420,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,2,20421,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,3,20422,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,4,20423,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,5,20424,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,6,20425,0,4663,repmgr.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=repmgr.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""repmgr.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,7,20426,0,4656,repmgr.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=repmgr.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""repmgr.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,8,20427,0,4663,repmgr.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=repmgr.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""repmgr.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,9,20428,0,4658,repmgr.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=repmgr.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""repmgr.exe""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk204|micro02,5,204,2,10,20429,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,1,24480,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,2,24481,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,3,24482,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,4,24483,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,5,24484,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,6,24485,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,7,24486,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,8,24487,0,4656,explorer.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=explorer.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""explorer.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,9,24488,0,4663,explorer.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=explorer.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""explorer.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|aalsahee|20220719T1430Z|chunk244|micro08,6,244,8,10,24489,0,4656,explorer.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=explorer.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""explorer.exe"", ""ObjectType"": ""file""}"
8,win-32-h1|aalsahee|20220719T1430Z|chunk325|micro08,3,325,8,1,32580,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
