reviewed_at_utc,replicate,model,stage,instance_id,chain_id,run_json,gold_file,evaluation_unit,format_failure_note,review1_pass,review2_pass,two_review_adoptable,gold_step_count,candidate_step_count,recall_hits,recall_total,recall,precision_hits,precision_total,precision,behavior_sequence_order_hits,behavior_sequence_order_total,behavior_sequence_order,reviewer_a_source,reviewer_b_source,review_summary,chain_type,framework_group,adjudication_pass,adjudication_rule
2026-06-14T01:10:21.012258+00:00,replicate_01,gpt-5.5,stage3,chain_02_e01_python_simplehttpserver_network_chain_stage3,chain_02_e01_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_02_e01_python_simplehttpserver_network_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,2,7,1,2,0.5,1,7,0.14285714285714285,1,2,0.5,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T010234Z_12.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T010234Z_12.jsonl,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps. Salvage raw-text review: Connected chain is explorer->cmd /c run_http_server.bat->python PID720, so python -m SimpleHTTPServer matches C02-S01. PID720 network connection is reported absent / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports the run_http_server.bat -> python -m SimpleHTTPServer launch for PID 720, but explicitly reports no network/CBC alert evidence for that instance and adds termination/file-a",python_simplehttpserver_network_chain,network_service_behavior,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:10:21.012258+00:00,replicate_01,gpt-5.5,stage3,chain_05_e03_python_simplehttpserver_network_chain_stage3,chain_05_e03_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_05_e03_python_simplehttpserver_network_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,2,6,2,2,1.0,2,6,0.3333333333333333,2,2,1.0,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T010234Z_12.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T010234Z_12.jsonl,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps. Salvage raw-text review: Text states explorer->cmd->python PID2760, python -m SimpleHTTPServer, network listen, and file/module load with non-alert evidence. Both gold steps match; CBC ale / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text aligns with chain_05 parent cmd, python  -m SimpleHTTPServer PID 2760, and ACTION_CONNECTION_LISTEN evidence; userinit/file/module/no-alert claims are extra.",python_simplehttpserver_network_chain,network_service_behavior,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:15.010145+00:00,replicate_01,gpt-5.5,stage1,chain_09_e07_cmdexe_other_chain_stage1,chain_09_e07_cmdexe_other_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_09_e07_cmdexe_other_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,2,5,0,2,0.0,0,5,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,"format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; salvaged text reconstructs a DNS/tshark/dumpcap chain, not the Discord -> cmd.exe nvidia-smi command required by this gold chain.",cmdexe_other_chain,command_shell_execution,,
2026-06-14T01:19:15.010145+00:00,replicate_01,gpt-5.5,stage1,chain_10_e07_discord_run_key_registry_chain_stage1,chain_10_e07_discord_run_key_registry_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_10_e07_discord_run_key_registry_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,3,3,0,3,0.0,0,3,0.0,0,3,0.0,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,"format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; it identifies reg.exe query/add candidates only from CBC alert summary rows and explicitly says normal event evidence is absent, so no Discord registry gold step is credited.",discord_run_key_registry_chain,persistence_registry_run_key,,
2026-06-14T01:19:15.010145+00:00,replicate_01,gpt-5.5,stage1,chain_11_e07_sublime_python_script_execution_chain_stage1,chain_11_e07_sublime_python_script_execution_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_11_e07_sublime_python_script_execution_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,6,8,5,6,0.8333333333333334,5,8,0.625,5,6,0.8333333333333334,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,"format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; two observed hello.py runs support the plugin_host->cmd->python execution steps, but no pip install xmltodict behavior is recovered.",sublime_python_script_execution_chain,script_execution_chain,,
2026-06-14T01:19:15.010145+00:00,replicate_01,gpt-5.5,stage1,chain_13_e09_dns_packet_capture_batch_chain_stage1,chain_13_e09_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_13_e09_dns_packet_capture_batch_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,5,5,3,5,0.6,3,5,0.6,3,5,0.6,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,"format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; one start_dns_logs.bat chain is supported by explorer->cmd, cmd /c command line, and tshark child evidence; dumpcap/file activity is extra and duplicate gold instance is not established.",dns_packet_capture_batch_chain,collection_or_tool_invocation,,
2026-06-14T01:19:15.010145+00:00,replicate_01,gpt-5.5,stage2,chain_07_e05_sublime_python_script_execution_chain_stage2,chain_07_e05_sublime_python_script_execution_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage2/chain_07_e05_sublime_python_script_execution_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,10,4,4,10,0.4,4,4,1.0,4,10,0.4,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,"format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; only the connected plugin_host.exe->cmd.exe->python.exe helloworld.py chain is accepted, with pid/ppid/command-line evidence; unrelated pid 3292 and missing file-read claims are not counted as hits.",sublime_python_script_execution_chain,script_execution_chain,,
2026-06-14T01:19:15.010145+00:00,replicate_01,gpt-5.5,stage3,chain_06_e04_python_simplehttpserver_network_chain_stage3,chain_06_e04_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage3/chain_06_e04_python_simplehttpserver_network_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,2,4,2,2,1.0,2,4,0.5,2,2,1.0,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,"format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; despite caveats about missing process-creation rows, the text asserts observed python SimpleHTTPServer command and matching network endpoint with concrete telemetry, plus extra file activity.",python_simplehttpserver_network_chain,network_service_behavior,,
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage1,chain_06_e04_python_simplehttpserver_network_chain_stage1,chain_06_e04_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_06_e04_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,2,5,2,2,1.0,2,5,0.4,2,2,1.0,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; salvaged text asserts python.exe running SimpleHTTPServer with concrete command line and non-alert network endpoint 10.193.66.115:58199, plus an extra index.html read, so both gold steps h / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports python  -m SimpleHTTPServer and 10.193.66.115:58199 network evidence; extra MSI/notepad/index.html observations reduce precision.",python_simplehttpserver_network_chain,network_service_behavior,True,"conservative: max(candidate_step_count), min(hit counts)"
2026-06-14T01:19:26.720581+00:00,replicate_01,gpt-5.5,stage1,chain_07_e05_sublime_python_script_execution_chain_stage1,chain_07_e05_sublime_python_script_execution_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_07_e05_sublime_python_script_execution_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,salvage_raw_text_behavior_plus_evidence_step,正式出力契約のJSON/code_stepsではないため、本文から読み取れる行動・証跡だけをCodexが手動採点した。,True,True,True,10,8,4,10,0.4,4,8,0.5,4,10,0.4,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_a_batch_20260614T011032Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_salvage_20260614/reviewer_outputs/reviewer_b_batch_20260614T011032Z_20.jsonl,"A/B conflict resolved conservatively. format failure: output_text is a Responses API content-block Python-literal string, not formal JSON/code_steps; salvaged text credibly supports the helloworld2.py plugin_host->cmd->python chain and the direct sublime_text->python helloworld.py chain, but the other helloworld.py plugin_host chain is  / format failure: output_text is a Responses API content block Python literal, not formal JSON/code_steps. Salvaged text supports the helloworld2 plugin_host->cmd->python chain and a separate Sublime direct python helloworld.py step; earlier helloworld.py plugin_host chain is alert-only.",sublime_python_script_execution_chain,script_execution_chain,True,"conservative: max(candidate_step_count), min(hit counts)"
