micro_rank,micro_chunk_id,coarse_chunk_rank,coarse_chunk_index,micro_chunk_index,event_offset_in_micro,event_offset_in_session,label,event_id,process,template,fields_json
3,win-32-h1|win-32-h1$|20220719T1430Z|chunk028|micro00,85,28,0,10,2809,0,4658,spoolsv.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=spoolsv.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""spoolsv.exe""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,1,24000,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,2,24001,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,3,24002,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,4,24003,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,5,24004,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,6,24005,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,7,24006,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,8,24007,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,9,24008,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
4,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro00,93,240,0,10,24009,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,1,24030,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,2,24031,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,3,24032,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,4,24033,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,5,24034,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,6,24035,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,7,24036,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,8,24037,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,9,24038,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
5,win-32-h1|aalsahee|20220719T1430Z|chunk240|micro03,93,240,3,10,24039,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,1,22610,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,2,22611,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,3,22612,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,4,22613,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,5,22614,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,6,22615,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,7,22616,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,8,22617,0,4658,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=tpautoconnect.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""tpautoconnect.exe""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,9,22618,0,4656,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
6,win-32-h1|aalsahee|20220719T1430Z|chunk226|micro01,98,226,1,10,22619,0,4663,tpautoconnect.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=tpautoconnect.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""tpautoconnect.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro03,99,101,3,1,10130,0,4656,repwmiutils.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=repwmiutils.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""repwmiutils.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro03,99,101,3,2,10131,0,4663,repwmiutils.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=repwmiutils.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""repwmiutils.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro03,99,101,3,3,10132,0,4656,repwmiutils.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=repwmiutils.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""repwmiutils.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro03,99,101,3,4,10133,0,4663,repwmiutils.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=repwmiutils.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""repwmiutils.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro03,99,101,3,5,10134,0,4658,repwmiutils.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=repwmiutils.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""repwmiutils.exe""}"
7,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro03,99,101,3,6,10135,0,4656,repwmiutils.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=repwmiutils.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""repwmiutils.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro03,99,101,3,7,10136,0,4663,repwmiutils.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4663 | ProcessName=repwmiutils.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4663"", ""ProcessName"": ""repwmiutils.exe"", ""ObjectType"": ""file""}"
7,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro03,99,101,3,8,10137,0,4658,repwmiutils.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4658 | ProcessName=repwmiutils.exe,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4658"", ""ProcessName"": ""repwmiutils.exe""}"
7,win-32-h1|win-32-h1$|20220719T1430Z|chunk101|micro03,99,101,3,9,10138,0,4656,repwmiutils.exe,Provider=microsoft-windows-security-auditing | Channel=Security | EventID=4656 | ProcessName=repwmiutils.exe | ObjectType=file,"{""Provider"": ""microsoft-windows-security-auditing"", ""Channel"": ""Security"", ""EventID"": ""4656"", ""ProcessName"": ""repwmiutils.exe"", ""ObjectType"": ""file""}"
